estimated_population_2019	death_rate
216707	0.1429
198440	0.1176
2872347	0.0279
20519	0.1538
19178	1
338480	0.05
14873064	0.0341
14929	0.3333
62641	1
74547	0.1
17738	1
18699	1
71743	0.1429
361400	0.0674
53618	0.1333
19450	1
2669342	0.0577
67337	0.1111
102498	0.4444
38166	0.5
37980	0.1667
34682	0.2
59540	0.3333
227886	0.0633
128978	0.1111
43258	0.3333
81082	0.2
16554	1
43703	0.3333
48422	0.2
75946	0.25
9132078	0.0591
3015268	0.0294
3015268	0.0274
381285	0.0083
173555	0.0435
11574	0.3333
130611	0.0833
517510	0.0382
78239	0.0833
493838	0.0248
362097	0.034
4018650	0.0281
578179	0.0833
5600	1
1516113	0.0435
208299	0.2
10988	1
31458	0.3333
3223	0.2
235647	0.0769
168468	0.1429
7018354	0.0471
26803	1
32695	1
258682	0.0638
122197	0.0667
30761	0.2
177687	0.0381
1101884	0.0415
7075181	0.043
3429	1
2512070	0.0174
6868	1
238230	0.0256
31617	1
36225	0.0625
279885	0.25
120060	0.1667
568873	0.0211
60724	0.1111
409341	0.2
40750	0.5
102693	1
33639	1
21083	0.5
152488	0.0833
90757	0.1111
34691	0.5
167397	0.125
150737	0.0952
70956	0.5
7021	0.5
56746	0.5
333783	0.087
691305	0.0563
135558	0.0909
21168791	0.0345
11329	0.3333
895982	0.0225
121388	0.0556
2778986	0.0292
22354	0.5
61012	0.3333
94376	0.25
612547	0.0104
65534	1
232491	0.0417
3484466	0.0331
530598	0.0114
1492745	0.0377
137890	0.5
37085	1
131521	0.0588
208273	0.2105
52357	0.5
304589	0.0714
58986	0.5
8602865	0.0388
96880	0.1111
67736	0.1818
409731	0.1667
809015	0.1081
7150	0.3333
107605	0.25
4509	1
136586	0.1
52625	0.3333
15376	1
4018127	0.1255
38386	0.2
22829	1
74338	0.2
48554	0.5
39184	0.3333
38134	1
207048	0.3667
157828	0.0762
19551	1
361118	0.1333
42892	0.5
31052	1
139788	0.1429
79758	0.5
117019	0.2174
96204	0.1
702298	0.0882
18071	0.5
16290	1
56250	0.375
25376	1
16088	0.5
62784	0.2
392482	0.0815
63250	0.6
56506	0.5455
331774	0.0392
27091	0.1667
1645727	0.0689
21298	1
113230	0.2059
35907	1
53022	0.5
138757	0.16
9557071	0.087
5630	1
153078	0.3333
38742	1
78222	0.5
28791	0.2
5346	0.3333
864845	0.0515
3273227	0.0753
134996	0.1667
123027	0.0769
31367	0.3333
14202	1
132002	0.1176
94859	0.1739
328454	0.0469
82620	0.0714
1933105	0.0244
33119	0.125
10169	1
31984	0.1667
7013	1
569733	0.0745
13502	1
423666	0.122
154936	0.1818
88374	0.1667
82881	0.0714
132157	0.0556
11123	0.5
7449	0.5
12037	0.1429
3981	0.1429
11433957	0.0519
132400	0.0526
30349	0.3333
100374	0.2
184412	0.0714
510906	0.0933
27446	0.25
37096	0.2
58937	0.2
507548	0.1429
919596	0.1759
28310	0.3333
240592	0.1277
133019	0.25
104768	0.0909
256672	0.2105
245071	0.0857
44468	0.4
161207	0.1282
176103	0.1129
25538	0.2
513584	0.0748
190631	0.0312
821128	0.0789
43165	0.25
306191	0.0845
150319	0.0588
131341	0.2308
60201	0.3333
150674	0.3125
6718903	0.0792
42205	0.5
1084839	0.0636
472406	0.0899
104476	0.1667
18228	0.6667
34309	0.6667
182594	0.0476
273012	0.0411
17264943	0.0861
58017	0.05
35845	0.1429
34276	0.3333
11179	1
5638	0.25
7544	1
297378	0.0762
884122	0.0212
102400	0.0606
8202	1
12279	1
10786	1
33287	1
3506853	0.0461
128969	0.1429
529544	0.0222
1777225	0.0201
15510	1
399213	0.0089
605761	0.0121
210305	0.1111
10065	0.5
346616	0.0526
16254	0.5
25877	0.5
24293	0.25
44161	0.0455
246748	0.0769
203275	0.093
1483771	0.0256
236835	0.0476
17502	0.1429
3030	1
66218	0.3333
11377239	0.0299
8513	0.2727
142295	0.0169
10979	0.5
33450	0.0741
82989	0.0517
215186	0.087
500973	0.0126
69639	0.1429
69425	0.25
219536	0.0444
590466	0.0213
16916	1
171797	0.0588
3976	0.5
32531	0.3333
21388	0.2
246586	0.0233
13410	0.1667
30374	0.1
8676	0.5
105686	0.0606
21268	0.3333
7164788	0.0329
657013	0.0667
41928	0.1667
2298696	0.0543
18705	1
37214	0.1429
239597	0.12
25228	1
236072	0.0408
89824	0.04
104386	0.1667
142761	0.0455
90655	0.125
274182	0.0397
376818	0.0517
146497	0.0741
168668	0.1944
4191	1
101470	0.1429
76801	0.125
1204073	0.0365
84650	0.1667
121532	0.1538
400927	0.0385
121862	0.2222
17896	1
249210	0.0617
35292	0.1667
82238	0.3333
423884	0.0397
46793	0.6667
15494	1
273726	0.0526
194276	0.0364
175844	0.0323
154489	0.0462
320459	0.0323
1379182	0.0886
8159	1
101816	0.1667
175693	0.0204
163901	0.1667
237700	0.1282
74773	0.2143
120858	0.3333
77263	0.2222
124937	0.0714
418962	0.098
31444	1
28516	0.4
103391	0.5
306114	0.1111
78013	0.3333
100179	0.2727
238882	0.125
472912	0.043
12908	0.5
68885	0.5
445842	0.0667
151888	0.1111
56702	0.3333
50498	0.1111
60174	1
698418	0.0897
63407	1
168328	0.5
404142	0.0952
117452	0.1154
56150	0.5
325073	0.1296
228743	0.3333
39516	0.375
56322	0.25
123393	0.0303
703293	0.0617
206424	0.2143
193475	0.5
14788	0.5
57386	0.3333
139447	0.0182
718773	0.0467
6929	1
433311	0.0613
838936	0.0671
161127	0.0388
251983	0.2222
460671	0.0986
721944	0.0221
40954	0.3333
12252023	0.0728
88980	0.3333
45107	1
125815	0.1111
679378	0.18
297637	0.0741
289664	0.0588
129193	0.25
52597	0.3
122480	0.1667
45919049	0.0711
299127	0.04
51252	1
1572866	0.0571
19761	0.0526
407319	0.0407
881935	0.0368
15616	1
1018948	0.0687
51901	0.2
7951	1
25733	1
3337357	0.0943
28294	1
37869	0.1667
48296	0.125
101337	0.037
97377	0.0498
2182763	0.0931
55751	1
63905	0.0909
19454	0.5
114273	0.2
36279	0.0909
65844	0.0909
59849	0.2
4144597	0.089
503327	0.0264
121364	0.0333
845731	0.0264
17040	1
54379	1
23328	0.5
614872	0.0185
7128	0.5
162327	0.0303
45873	0.0667
213223	0.025
14579	0.25
8761	1
76147	0.2
216707	0.1429
198440	0.1333
2872347	0.0288
20519	0.1538
19178	1
338480	0.05
14873064	0.036
14929	0.5
62641	1
74547	0.1111
17738	1
18699	1
71743	0.1667
361400	0.061
53618	0.1379
19450	1
2669342	0.0551
67337	0.1053
102498	0.4444
38166	0.5
37980	0.1667
34682	0.2
59540	0.3333
227886	0.0694
128978	0.1333
43258	0.3333
81082	0.2
16554	1
43703	0.3333
48422	0.3333
75946	0.3333
9132078	0.0572
3015268	0.0307
3015268	0.0279
381285	0.0083
173555	0.0435
11574	0.3333
130611	0.0833
517510	0.0386
78239	0.0833
493838	0.0252
362097	0.0347
4018650	0.0285
578179	0.0833
5600	1
1516113	0.0433
208299	0.2
10988	1
31458	0.3333
235647	0.0769
168468	0.1429
7018354	0.0458
26803	1
32695	1
258682	0.0882
122197	0.0465
177687	0.0392
1101884	0.04
7075181	0.0409
3429	1
2512070	0.0179
6868	1
238230	0.027
279885	0.3333
120060	0.1667
568873	0.0211
60724	0.125
409341	0.2
40750	0.5
102693	1
33639	1
21083	0.5
152488	0.0833
90757	0.1111
34691	0.5
167397	0.125
150737	0.1053
70956	0.5
7021	0.5
56746	0.5
333783	0.0909
691305	0.0563
135558	0.0909
21168791	0.0338
11329	0.3333
895982	0.023
121388	0.0556
2778986	0.0298
22354	0.5
94376	0.25
612547	0.0109
65534	1
232491	0.0417
3484466	0.0287
530598	0.0135
1492745	0.0471
137890	1
37085	1
131521	0.0909
208273	0.2667
52357	0.5
304589	0.0741
58986	0.5
8602865	0.0496
96880	0.125
67736	0.2222
409731	0.1667
809015	0.1105
7150	0.3333
107605	0.25
4509	1
136586	0.1
52625	0.5
15376	1
4018127	0.1306
38386	0.2
22829	1
74338	0.2
48554	0.5
39184	0.3333
38134	1
207048	0.4074
157828	0.0753
19551	1
361118	0.0667
42892	0.5
31052	1
139788	0.1429
79758	0.5
117019	0.2222
96204	0.1
702298	0.0847
18071	0.5
16290	1
56250	0.375
25376	0.5
16088	0.5
62784	0.2
392482	0.0751
63250	0.75
56506	0.5
331774	0.035
27091	0.1667
1645727	0.0715
21298	1
113230	0.2059
35907	1
53022	0.5
138757	0.1818
9557071	0.0878
5630	1
153078	0.3333
38742	1
78222	0.5
28791	0.25
5346	0.3333
864845	0.041
3273227	0.0759
134996	0.1818
123027	0.0769
31367	0.3333
14202	1
132002	0.125
94859	0.1739
328454	0.0469
82620	0.0714
1933105	0.025
33119	0.125
10169	1
31984	0.1667
7013	1
569733	0.0761
13502	1
423666	0.122
154936	0.1818
88374	0.1667
82881	0.0769
132157	0.0556
11123	0.5
7449	0.5
12037	0.1429
11433957	0.0519
132400	0.0556
30349	0.3333
100374	0.2
184412	0.0714
510906	0.1014
27446	0.25
37096	0.2
58937	0.25
507548	0.1429
919596	0.1923
28310	0.3333
240592	0.1429
133019	0.25
104768	0.2
256672	0.2105
245071	0.0909
44468	0.4
161207	0.1053
176103	0.1186
25538	0.2
513584	0.066
190631	0.0345
821128	0.076
43165	0.25
306191	0.0896
150319	0.0667
131341	0.1667
60201	0.3333
150674	0.3077
6718903	0.0784
42205	0.5
1084839	0.0667
472406	0.1
104476	0.1667
18228	0.6667
34309	0.6
182594	0.0588
273012	0.0411
17264943	0.086
58017	0.0526
35845	0.2
34276	0.1667
11179	1
5638	0.25
7544	1
297378	0.0769
884122	0.0215
102400	0.0625
8202	1
12279	1
10786	1
33287	1
3506853	0.0454
128969	0.1429
529544	0.0273
1777225	0.025
15510	1
399213	0.009
605761	0.0123
210305	0.1429
10065	0.5
346616	0.0556
16254	0.5
25877	0.5
24293	0.25
44161	0.0455
246748	0.0769
203275	0.093
1483771	0.0241
236835	0.0526
17502	0.1429
3030	1
66218	0.3333
11377239	0.0299
8513	0.2727
142295	0.0167
10979	0.5
33450	0.0741
82989	0.0536
215186	0.087
500973	0.0129
69639	0.1429
69425	0.3333
219536	0.0488
590466	0.0217
16916	1
171797	0.0588
3976	0.5
32531	0.5
21388	0.2
246586	0.0238
13410	0.1667
30374	0.1
8676	0.5
105686	0.0606
21268	0.3333
7164788	0.0341
657013	0.0678
41928	0.1667
2298696	0.0581
18705	1
37214	0.1667
239597	0.12
25228	1
236072	0.0455
89824	0.04
104386	0.1667
142761	0.0455
90655	0.125
274182	0.0417
376818	0.0536
146497	0.0741
168668	0.1944
4191	1
101470	0.1224
76801	0.1429
1204073	0.038
84650	0.2
121532	0.1538
400927	0.0405
121862	0.2222
17896	1
249210	0.0625
35292	0.1667
82238	0.3333
423884	0.0417
46793	0.6667
15494	1
273726	0.0536
194276	0.0364
175844	0.0333
154489	0.0492
320459	0.0328
1379182	0.0909
8159	1
175693	0.0208
163901	0.1667
237700	0.1282
74773	0.2143
120858	0.5
77263	0.2222
124937	0.0769
418962	0.087
31444	1
28516	0.4
103391	0.5
306114	0.1111
78013	0.4
100179	0.2
238882	0.125
472912	0.046
12908	0.5
68885	0.5
445842	0.0583
151888	0.1111
56702	0.3333
50498	0.1111
60174	1
698418	0.1004
63407	1
168328	0.5
404142	0.1053
117452	0.12
56150	0.5
325073	0.1296
228743	0.3333
39516	0.375
56322	0.25
123393	0.0303
703293	0.0625
206424	0.2143
193475	0.5
14788	0.5
57386	0.3333
718773	0.0486
6929	1
433311	0.0648
838936	0.0673
161127	0.0408
251983	0.2222
460671	0.0845
721944	0.0221
40954	0.3333
12252023	0.0724
88980	0.3333
365798	0.0208
125815	0.1111
679378	0.1915
297637	0.075
289664	0.0603
129193	0.2727
52597	0.3333
122480	0.1667
45919049	0.0711
299127	0.0417
1572866	0.0294
19761	0.0714
407319	0.0446
881935	0.0423
1018948	0.0561
51901	0.2
7951	1
3337357	0.0758
28294	1
37869	0.1667
48296	0.1429
101337	0.0667
97377	0.0565
2182763	0.0841
55751	1
63905	0.5
19454	0.5
114273	0.2727
36279	0.1667
65844	0.4
59849	0.25
4144597	0.0849
503327	0.0244
121364	0.0333
845731	0.025
17040	1
54379	1
23328	0.5
614872	0.0185
7128	0.6667
162327	0.0333
14579	0.25
8761	1
76147	0.2
216707	0.2
198440	0.1429
2872347	0.025
20519	0.1667
19178	1
338480	0.0526
14873064	0.0333
14929	0.5
62641	1
74547	0.1667
17738	1
18699	1
361400	0.0641
53618	0.1481
19450	1
2669342	0.055
67337	0.1667
102498	0.4444
38166	0.5
37980	0.2
34682	0.2857
59540	0.5
227886	0.0635
128978	0.1333
43258	0.3333
81082	0.2
16554	1
43703	0.3333
48422	0.5
75946	0.3333
9132078	0.0588
3015268	0.0324
3015268	0.0302
381285	0.0089
173555	0.0476
130611	0.0833
517510	0.0373
78239	0.1
493838	0.0209
362097	0.0369
4018650	0.0273
578179	0.1667
5600	1
1516113	0.0442
208299	0.25
10988	1
31458	0.3333
235647	0.0769
168468	0.1667
7018354	0.0476
258682	0.087
122197	0.0513
177687	0.0444
1101884	0.0404
7075181	0.0398
3429	1
2512070	0.019
6868	1
238230	0.0278
279885	0.3333
120060	0.2
568873	0.0215
60724	0.125
409341	0.2
40750	0.5
102693	1
33639	1
21083	0.5
152488	0.1111
90757	0.1111
34691	0.5
167397	0.125
150737	0.1111
70956	1
7021	0.5
56746	1
333783	0.0909
691305	0.0597
135558	0.0909
21168791	0.0362
11329	0.3333
895982	0.0235
121388	0.0625
2778986	0.0311
22354	0.5
94376	0.3333
612547	0.011
65534	1
232491	0.0417
3484466	0.0292
530598	0.0147
1492745	0.0493
137890	1
37085	1
131521	0.0909
208273	0.2
52357	0.5
304589	0.1
58986	0.5
8602865	0.0515
96880	0.125
67736	0.2222
409731	0.0833
809015	0.1043
7150	0.3333
107605	0.2857
4509	1
136586	0.0952
52625	0.5
15376	1
4018127	0.1229
38386	0.2
22829	1
74338	0.2857
48554	0.5
39184	0.3333
38134	1
207048	0.5
157828	0.0805
19551	1
361118	0.0667
42892	0.5
31052	1
139788	0.1667
79758	0.5
117019	0.1875
96204	0.1429
702298	0.0943
18071	0.5
16290	1
56250	0.375
25376	1
16088	0.5
62784	0.2857
392482	0.0707
63250	0.75
56506	0.5
331774	0.0385
27091	0.25
1645727	0.0749
21298	1
113230	0.2031
35907	1
53022	0.5
138757	0.2
9557071	0.0935
5630	1
153078	0.1667
78222	0.5
28791	0.25
5346	0.3333
864845	0.045
3273227	0.0694
123027	0.0769
31367	0.3333
14202	1
132002	0.1333
94859	0.1739
328454	0.0476
82620	0.0714
1933105	0.026
33119	0.3333
10169	1
31984	0.1667
7013	1
569733	0.0667
13502	1
423666	0.125
154936	0.1818
88374	0.1667
82881	0.125
132157	0.0588
11123	0.5
7449	0.5
12037	0.1429
11433957	0.051
132400	0.0833
30349	0.3333
100374	0.1667
184412	0.0714
510906	0.0952
27446	0.25
37096	0.2
58937	0.3333
507548	0.1429
919596	0.2
28310	0.3333
240592	0.1471
133019	0.2857
104768	0.2
256672	0.1905
245071	0.0909
44468	0.4
161207	0.1143
176103	0.125
25538	0.2
513584	0.0704
190631	0.0333
821128	0.0813
43165	0.25
306191	0.0896
150319	0.0625
131341	0.1818
60201	0.2857
150674	0.2667
6718903	0.0775
42205	0.5
1084839	0.0577
472406	0.0779
104476	0.1667
18228	0.3333
34309	0.6
182594	0.0625
273012	0.0405
17264943	0.0852
58017	0.0526
35845	0.2
34276	0.1667
11179	1
5638	0.5
7544	1
297378	0.0851
884122	0.0193
102400	0.0606
8202	1
12279	1
10786	1
33287	1
3506853	0.0463
128969	0.1667
529544	0.0341
1777225	0.0312
15510	1
399213	0.01
605761	0.0135
210305	0.1429
10065	0.5
346616	0.0588
16254	0.5
25877	0.5
24293	0.25
44161	0.0476
246748	0.0769
203275	0.0732
1483771	0.0241
236835	0.0526
17502	0.1429
66218	0.3333
11377239	0.0281
8513	0.2727
142295	0.0169
10979	0.5
33450	0.037
82989	0.0357
215186	0.0909
500973	0.0134
69639	0.2
69425	0.3333
219536	0.0488
590466	0.0233
16916	1
171797	0.0714
3976	0.5
32531	1
21388	0.2
246586	0.0286
13410	0.1667
30374	0.1
105686	0.0606
21268	0.3333
7164788	0.0328
657013	0.0769
41928	0.3333
2298696	0.0704
18705	1
37214	0.2
239597	0.12
25228	1
236072	0.0455
89824	0.0417
104386	0.1667
142761	0.0455
90655	0.1111
274182	0.0431
376818	0.06
146497	0.0741
168668	0.1944
4191	1
101470	0.125
76801	0.1429
1204073	0.038
84650	0.2
121532	0.1818
400927	0.0423
121862	0.2222
17896	1
249210	0.0633
35292	0.1667
82238	0.3333
423884	0.0424
46793	0.6667
15494	1
273726	0.0526
194276	0.037
175844	0.0345
154489	0.05
320459	0.0455
1379182	0.0918
175693	0.0213
163901	0.1667
237700	0.1351
74773	0.2143
120858	0.5
77263	0.2222
124937	0.0769
418962	0.0909
31444	1
28516	0.4
103391	0.5
306114	0.1111
78013	0.4
100179	0.1818
238882	0.125
472912	0.0488
12908	0.5
68885	0.5
445842	0.0583
151888	0.1111
56702	0.3333
50498	0.1111
60174	1
698418	0.0909
63407	1
168328	0.5
404142	0.1053
117452	0.12
56150	0.5
325073	0.14
228743	0.3333
39516	0.375
56322	0.25
703293	0.0658
206424	0.2143
193475	0.5
14788	0.5
57386	0.3333
718773	0.0508
6929	1
433311	0.0662
838936	0.068
161127	0.0408
251983	0.2857
460671	0.0571
721944	0.0217
40954	0.3333
12252023	0.0728
88980	0.3333
125815	0.125
679378	0.1951
297637	0.0741
289664	0.0603
129193	0.2727
52597	0.3333
122480	0.25
45919049	0.0713
299127	0.0435
1572866	0.0303
19761	0.0714
407319	0.0381
881935	0.037
1018948	0.0556
51901	0.25
3337357	0.0636
28294	1
37869	0.1667
48296	0.1667
101337	0.0588
97377	0.0377
2182763	0.083
55751	1
19454	0.5
114273	0.2727
59849	0.3333
4144597	0.0802
503327	0.0256
121364	0.0392
845731	0.0267
17040	1
54379	1
23328	0.5
7128	0.5
162327	0.0333
14579	0.25
8761	1
76147	0.2
216707	0.2
198440	0.1111
2872347	0.028
20519	0.1667
19178	1
338480	0.0556
14873064	0.0338
74547	0.25
17738	1
18699	1
361400	0.0704
53618	0.2
19450	1
2669342	0.0517
67337	0.0909
102498	0.4444
38166	0.5
37980	0.2
34682	0.2857
59540	0.5
227886	0.069
128978	0.1818
43258	0.5
81082	0.5
16554	1
43703	0.3333
48422	0.5
75946	0.5
9132078	0.0564
3015268	0.0342
3015268	0.0317
381285	0.0102
173555	0.0588
130611	0.1
517510	0.0367
78239	0.1111
493838	0.0234
362097	0.0383
4018650	0.0294
578179	0.125
5600	1
1516113	0.0426
208299	0.25
10988	1
31458	0.3333
235647	0.0769
168468	0.1667
7018354	0.0478
258682	0.0909
122197	0.0625
177687	0.026
1101884	0.0441
7075181	0.0423
3429	1
2512070	0.0197
6868	1
238230	0.0278
279885	0.4
120060	0.2
568873	0.0238
60724	0.1667
409341	0.25
40750	0.5
33639	1
21083	0.5
152488	0.125
90757	0.1111
34691	0.5
150737	0.1176
7021	1
333783	0.0909
691305	0.0606
135558	0.0909
21168791	0.0343
11329	0.3333
895982	0.0282
121388	0.0625
2778986	0.035
22354	0.5
94376	0.5
612547	0.0114
65534	1
232491	0.0417
3484466	0.0309
530598	0.0149
1492745	0.0506
137890	1
37085	1
131521	0.0909
208273	0.1333
52357	0.5
304589	0.1
58986	0.5
8602865	0.051
96880	0.1667
67736	0.25
409731	0.125
809015	0.1149
7150	0.3333
107605	0.4
4509	1
136586	0.0588
52625	1
15376	1
4018127	0.1366
38386	0.2
22829	1
74338	0.2857
48554	0.5
39184	0.3333
207048	0.4762
157828	0.0875
19551	1
361118	0.0769
42892	0.5
31052	1
139788	0.1667
79758	0.5
117019	0.2
96204	0.1429
702298	0.1007
18071	0.5
16290	1
56250	0.375
25376	1
62784	0.3333
392482	0.0703
63250	0.5
56506	0.3
331774	0.0328
27091	0.25
1645727	0.0748
21298	1
113230	0.2131
35907	1
53022	0.25
138757	0.2667
9557071	0.0927
5630	1
153078	0.1667
28791	0.25
5346	0.3333
864845	0.0532
3273227	0.0732
123027	0.0769
14202	1
132002	0.1538
94859	0.1818
328454	0.0328
82620	0.0714
1933105	0.0239
33119	0.3333
10169	1
31984	0.25
7013	1
569733	0.0641
13502	1
423666	0.125
154936	0.2
88374	0.1
82881	0.1429
132157	0.0625
11123	0.5
7449	0.5
12037	0.1429
11433957	0.0496
132400	0.0909
30349	0.3333
100374	0.1818
184412	0.0769
510906	0.069
37096	0.2
58937	0.3333
919596	0.1631
28310	0.3333
240592	0.1212
133019	0.2857
104768	0.2
256672	0.1905
245071	0.0909
44468	0.4
161207	0.1143
176103	0.0189
25538	0.2
513584	0.0757
190631	0.0385
821128	0.0755
306191	0.0896
150319	0.0625
131341	0.1429
60201	0.2857
150674	0.2308
6718903	0.0743
42205	0.5
1084839	0.06
472406	0.0658
104476	0.0909
18228	0.3333
34309	0.6
182594	0.0625
273012	0.0408
17264943	0.0784
58017	0.0556
35845	0.2
34276	0.2
11179	1
5638	0.5
7544	1
297378	0.087
884122	0.0212
102400	0.0667
12279	1
10786	1
3506853	0.0465
128969	0.1667
529544	0.0282
1777225	0.0273
15510	1
399213	0.0109
605761	0.0149
210305	0.1429
10065	0.5
346616	0.0588
16254	0.5
25877	0.5
24293	0.25
44161	0.0588
246748	0.0769
203275	0.0833
1483771	0.0244
236835	0.0526
17502	0.1429
66218	0.5
11377239	0.0289
8513	0.2727
10979	0.5
33450	0.037
82989	0.0364
215186	0.0909
500973	0.0136
69639	0.2
69425	0.3333
219536	0.0488
590466	0.0235
16916	1
171797	0.0714
3976	0.5
32531	1
21388	0.2
246586	0.0286
13410	0.1667
30374	0.1
105686	0.0606
21268	0.3333
7164788	0.0322
657013	0.0909
2298696	0.069
18705	1
37214	0.25
239597	0.125
236072	0.0513
89824	0.0476
104386	0.1667
142761	0.0556
90655	0.1111
274182	0.0495
376818	0.1212
146497	0.0741
168668	0.2
4191	1
101470	0.125
76801	0.1429
1204073	0.0427
84650	0.25
121532	0.2857
400927	0.0339
121862	0.2857
17896	1
249210	0.0526
35292	0.1667
82238	0.3333
423884	0.0261
46793	1
15494	1
273726	0.0545
194276	0.0385
175844	0.0476
154489	0.0385
320459	0.0741
1379182	0.0949
175693	0.0238
163901	0.1667
237700	0.1724
74773	0.2143
120858	0.5
77263	0.2857
124937	0.0909
418962	0.1053
31444	1
28516	0.4
103391	0.6667
306114	0.125
78013	1
100179	0.2
238882	0.125
472912	0.0519
12908	0.5
68885	0.5
445842	0.0654
151888	0.125
56702	0.5
50498	0.1667
11478	1
698418	0.0893
63407	1
168328	0.5
404142	0.1053
117452	0.1364
56150	0.5
325073	0.1522
228743	0.3333
39516	0.375
56322	1
703293	0.0694
206424	0.25
14788	0.5
57386	0.3333
718773	0.045
6929	1
433311	0.0688
838936	0.0605
161127	0.0426
251983	0.3333
460671	0.0588
721944	0.0222
40954	0.3333
12252023	0.0735
88980	0.3333
125815	0.125
679378	0.1538
297637	0.0811
289664	0.0545
129193	0.1667
52597	0.3333
122480	0.25
45919049	0.0723
299127	0.0455
1572866	0.0312
19761	0.0769
407319	0.0465
881935	0.0435
1018948	0.0429
51901	0.25
3337357	0.0562
28294	0.3333
37869	0.2
48296	0.1667
97377	0.0403
2182763	0.0733
55751	1
19454	0.5
114273	0.2727
59849	0.5
4144597	0.0721
503327	0.0264
121364	0.0417
845731	0.0276
17040	1
54379	1
23328	0.5
7128	1
162327	0.0364
14579	0.3333
8761	1
76147	0.2
198440	0.1034
2872347	0.0315
20519	0.1667
19178	1
338480	0.0556
14873064	0.0352
74547	0.5
17738	1
18699	1
71743	0.3333
361400	0.0714
53618	0.1333
19450	1
2669342	0.0465
67337	0.1
102498	0.5714
37980	0.2
34682	0.4
59540	0.5
227886	0.0784
128978	0.2
81082	0.5
16554	1
43703	0.3333
9132078	0.056
3015268	0.0297
3015268	0.0275
381285	0.0102
173555	0.0588
130611	0.1429
517510	0.0373
78239	0.1111
493838	0.0236
362097	0.0385
4018650	0.0299
578179	0.1429
5600	1
1516113	0.044
208299	0.25
10988	1
31458	0.3333
235647	0.0769
168468	0.1667
7018354	0.0503
258682	0.0588
122197	0.0769
177687	0.0364
1101884	0.0527
7075181	0.0502
3429	1
2512070	0.0179
6868	1
238230	0.0286
279885	0.3333
120060	0.5
568873	0.0244
60724	0.1667
409341	0.3333
33639	1
21083	0.5
152488	0.1667
90757	0.125
34691	0.5
150737	0.1176
7021	1
333783	0.0952
691305	0.0625
135558	0.1
21168791	0.0344
11329	0.3333
895982	0.0294
121388	0.0909
2778986	0.0382
22354	0.5
94376	0.5
612547	0.012
65534	1
232491	0.0435
3484466	0.0321
1492745	0.0514
137890	1
37085	1
131521	0.1
52357	0.5
304589	0.05
58986	0.5
8602865	0.0467
96880	0.1667
67736	0.2857
409731	0.125
809015	0.1127
7150	0.3333
107605	0.4
136586	0.0588
52625	1
15376	1
4018127	0.1333
38386	0.2
22829	1
74338	0.2857
48554	0.5
39184	0.3333
207048	0.4737
157828	0.0952
19551	1
361118	0.1
42892	0.5
31052	1
139788	0.3333
79758	0.6
117019	0.1538
96204	0.1429
702298	0.0909
18071	0.5
16290	1
56250	0.5
25376	1
62784	0.3333
392482	0.0816
63250	0.5
56506	0.2857
331774	0.0408
27091	0.5
1645727	0.0731
21298	1
113230	0.2308
35907	1
53022	0.3333
138757	0.1818
9557071	0.0951
153078	1
28791	0.25
5346	0.3333
864845	0.0581
3273227	0.0784
123027	0.0833
14202	1
132002	0.1538
94859	0.1905
328454	0.0339
82620	0.0714
1933105	0.025
33119	0.3333
10169	1
31984	0.3333
7013	1
569733	0.0541
13502	1
423666	0.1562
154936	0.2
88374	0.1
82881	0.1429
132157	0.0769
11123	0.5
7449	0.5
12037	0.1429
11433957	0.0509
132400	0.1
30349	0.3333
100374	0.1818
184412	0.0769
510906	0.0556
37096	0.4
58937	0.3333
919596	0.168
28310	0.4
240592	0.129
133019	0.3333
104768	0.25
256672	0.1
245071	0.1071
44468	0.4
161207	0.1143
176103	0.0196
25538	0.3333
513584	0.0659
190631	0.0435
821128	0.08
306191	0.0152
150319	0.0667
131341	0.1429
60201	0.4
150674	0.2727
6718903	0.0733
1084839	0.0526
472406	0.0735
104476	0.125
18228	0.3333
34309	0.4
273012	0.0496
17264943	0.0763
58017	0.0625
35845	0.2
34276	0.2
11179	1
7544	1
297378	0.0899
884122	0.0245
102400	0.0714
12279	1
10786	1
3506853	0.0497
128969	0.1667
529544	0.0345
1777225	0.0326
15510	1
399213	0.0136
605761	0.0183
210305	0.1429
346616	0.0625
16254	0.5
25877	0.5
24293	0.25
44161	0.0833
246748	0.0769
203275	0.069
1483771	0.0222
236835	0.0556
17502	0.2
66218	0.5
11377239	0.0265
8513	0.2727
10979	0.5
33450	0.04
82989	0.037
215186	0.0909
500973	0.0137
69639	0.2
69425	0.3333
219536	0.0488
590466	0.0274
16916	1
171797	0.0769
3976	0.5
21388	0.2
246586	0.0303
13410	0.1667
30374	0.1111
105686	0.0625
21268	0.3333
7164788	0.0324
657013	0.1
2298696	0.0755
18705	1
37214	0.25
239597	0.1765
236072	0.0625
89824	0.0588
104386	0.1667
142761	0.0588
90655	0.1667
274182	0.0515
376818	0.1304
146497	0.0833
168668	0.1818
4191	1
101470	0.1277
76801	0.1429
1204073	0.047
121532	0.4
400927	0.0385
121862	0.2857
17896	1
249210	0.0556
35292	0.1667
82238	0.3333
423884	0.03
46793	1
15494	1
273726	0.04
194276	0.0426
353187	0.1667
175844	0.0526
154489	0.0426
320459	0.0385
1379182	0.0929
175693	0.0263
163901	0.2
237700	0.1786
74773	0.2222
120858	1
